timestamp,direction,confidence,entry_price,exit_price,pnl_pips,pnl_usd,balance,drawdown_pct,outcome
2024-07-03 17:15:00+00:00,DOWN,0.643226015598607,0.61068,0.61042,2.60000000000038,3.000000000001899,10003.000000000002,0.0,EXIT
2024-07-03 17:30:00+00:00,DOWN,0.6848531005773332,0.61042,0.61034,0.7999999999996898,-6.000000000001551,9997.0,0.05998200539839866,EXIT
2024-07-03 17:45:00+00:00,DOWN,0.6891282496541403,0.61034,0.61034,0.0,-10.0,9987.0,0.15995201439569945,EXIT
2024-07-03 18:00:00+00:00,DOWN,0.7405000396511721,0.61034,0.61028,0.5999999999994898,-7.000000000002551,9979.999999999998,0.22993102069382818,EXIT
2024-07-03 18:15:00+00:00,DOWN,0.7636095043065729,0.61028,0.61003,2.500000000000835,2.5000000000041744,9982.500000000002,0.20493851844446662,EXIT
2024-07-03 18:30:00+00:00,UP,0.7224011965223115,0.61003,0.61,-0.2999999999997449,-11.499999999998725,9971.000000000004,0.31990402879134433,EXIT
2024-07-03 18:45:00+00:00,DOWN,0.617876462480399,0.61,0.60994,0.5999999999994898,-7.000000000002551,9964.000000000002,0.3898830350894731,EXIT
2024-07-03 19:00:00+00:00,UP,0.7593611570661221,0.60994,0.61016,2.1999999999999797,0.9999999999998987,9965.000000000002,0.379886034189743,EXIT
2024-07-03 19:45:00+00:00,DOWN,0.9494192925422174,0.61024,0.6101,1.40000000000029,-2.9999999999985505,9962.000000000004,0.4098770368889151,EXIT
2024-07-03 20:00:00+00:00,DOWN,0.6768776677970982,0.6101,0.61022,-1.2000000000000899,-16.000000000000448,9946.000000000004,0.5698290512845964,EXIT
2024-07-04 00:15:00+00:00,UP,0.6319750210069721,0.61078,0.61075,-0.2999999999997449,-11.499999999998725,9934.500000000005,0.6847945616314741,EXIT
2024-07-04 00:30:00+00:00,UP,0.6906295353139933,0.61075,0.61102,2.6999999999999247,3.4999999999996234,9938.000000000005,0.6498050584824188,EXIT
2024-07-04 01:15:00+00:00,DOWN,0.7861003048716411,0.61129,0.61101,2.7999999999994696,3.999999999997348,9942.000000000004,0.6098170548835167,EXIT
2024-07-04 01:30:00+00:00,UP,0.6874663163186313,0.61101,0.61148,4.699999999999704,13.499999999998522,9955.500000000002,0.4748575427371788,EXIT
2024-07-04 01:45:00+00:00,DOWN,0.6588150916338111,0.61148,0.61133,1.4999999999998348,-2.500000000000826,9953.000000000002,0.499850044986504,EXIT
2024-07-04 02:00:00+00:00,DOWN,0.614948383012923,0.61133,0.61099,3.4000000000000696,7.000000000000348,9960.000000000002,0.42987103868839344,EXIT
2024-07-04 02:15:00+00:00,DOWN,0.6094718658552756,0.61099,0.61081,1.80000000000069,-0.9999999999965503,9959.000000000005,0.43986803958808707,EXIT
2024-07-04 02:30:00+00:00,UP,0.7292660313171128,0.61081,0.61077,-0.3999999999992898,-11.999999999996449,9947.00000000001,0.5598320503848118,EXIT
2024-07-04 02:45:00+00:00,UP,0.7530440178214065,0.61077,0.6106,-1.7000000000000348,-18.500000000000174,9928.50000000001,0.7447765670298182,EXIT
2024-07-04 03:00:00+00:00,UP,0.8760580988266576,0.6106,0.61079,1.9000000000002348,-0.49999999999882583,9928.000000000011,0.749775067479665,EXIT
2024-07-05 00:00:00+00:00,UP,0.6937761167016468,0.61134,0.61137,0.2999999999997449,-8.500000000001275,9919.50000000001,0.8347495751273889,EXIT
2024-07-05 00:15:00+00:00,UP,0.6282468224188057,0.61137,0.61161,2.4000000000001798,2.000000000000899,9921.50000000001,0.8147555733279287,EXIT
2024-07-05 00:30:00+00:00,UP,0.6518133145124904,0.61161,0.61196,3.4999999999996145,7.499999999998074,9929.000000000007,0.7397780665799712,EXIT
2024-07-05 01:00:00+00:00,UP,0.7041736609029249,0.61171,0.61209,3.8000000000004697,9.000000000002348,9938.00000000001,0.6498050584823823,EXIT
2024-07-05 01:45:00+00:00,UP,0.6135971847720121,0.61193,0.61196,0.2999999999997449,-8.500000000001275,9929.500000000007,0.7347795661301062,EXIT
2024-07-05 02:00:00+00:00,DOWN,0.838505399507311,0.61196,0.61196,0.0,-10.0,9919.500000000007,0.8347495751274071,EXIT
2024-07-05 02:15:00+00:00,DOWN,0.6093141777927799,0.61196,0.61195,0.0999999999995449,-9.500000000002276,9910.000000000005,0.929721083674861,EXIT
2024-07-05 02:45:00+00:00,DOWN,0.6227230846096004,0.61184,0.61185,-0.0999999999995449,-10.499999999997724,9899.500000000007,1.0346895931220088,EXIT
2024-07-05 03:00:00+00:00,UP,0.8602261687741498,0.61185,0.61192,0.700000000000145,-6.499999999999275,9893.000000000007,1.0996700989702541,EXIT
2024-07-05 03:15:00+00:00,UP,0.7867085391920529,0.61192,0.61206,1.40000000000029,-2.9999999999985505,9890.00000000001,1.1296611016694262,EXIT
2024-07-07 21:00:00+00:00,UP,0.7664461729377795,0.61322,0.61348,2.60000000000038,3.000000000001899,9893.000000000011,1.0996700989702177,EXIT
