timestamp,direction,ret,pnl,equity
2020-03-04 10:50:00,-1,-0.7674905616933057,0.7674905616933057,0.7674905616933057
2020-03-04 10:55:00,-1,5.2753796933212564,-5.2753796933212564,-4.507889131627951
2020-03-04 11:00:00,1,-2.5693261424674634,-2.5693261424674634,-7.077215274095414
2020-03-04 11:05:00,-1,-4.5918715347807195,4.5918715347807195,-2.485343739314694
2020-03-04 11:10:00,1,4.6914660404878505,4.6914660404878505,2.2061223011731563
2020-03-04 11:15:00,-1,-9.329812526796736,9.329812526796736,11.535934827969893
2020-03-04 11:20:00,-1,18.518563671431664,-18.518563671431664,-6.982628843461772
2020-03-04 11:25:00,-1,-7.374263334213473,7.374263334213473,0.3916344907517013
2020-03-04 11:30:00,1,-2.9348333051227957,-2.9348333051227957,-2.5431988143710944
2020-03-04 11:35:00,1,3.593485437248886,3.593485437248886,1.0502866228777914
2020-03-04 11:40:00,-1,0.7915005022990602,-0.7915005022990602,0.2587861205787312
2020-03-04 11:45:00,-1,0.7062060904172587,-0.7062060904172587,-0.4474199698385275
2020-03-04 11:50:00,-1,6.903285817948145,-6.903285817948145,-7.350705787786673
2020-03-04 11:55:00,-1,-3.820346386183055,3.820346386183055,-3.5303594016036177
2020-03-04 12:00:00,-1,14.544772949399238,-14.544772949399238,-18.075132351002857
2020-03-04 12:05:00,-1,-5.092392281924912,5.092392281924912,-12.982740069077945
2020-03-04 12:10:00,-1,19.455797037124203,-19.455797037124203,-32.43853710620215
2020-03-04 12:15:00,-1,-11.347404114434571,11.347404114434571,-21.091132991767576
2020-03-04 12:20:00,-1,4.386167413084508,-4.386167413084508,-25.477300404852084
2020-03-04 12:25:00,1,5.63515070991898,5.63515070991898,-19.842149694933106
2020-03-04 12:30:00,-1,-11.130437315730772,11.130437315730772,-8.711712379202334
2020-03-04 12:35:00,-1,6.330882799683554,-6.330882799683554,-15.042595178885888
2020-03-04 12:40:00,1,1.323665314260291,1.323665314260291,-13.718929864625597
2020-03-04 12:45:00,-1,-1.651327132760067,1.651327132760067,-12.06760273186553
2020-03-04 12:50:00,-1,1.0565381495265664,-1.0565381495265664,-13.124140881392098
2020-03-04 12:55:00,-1,-6.775701218290419,6.775701218290419,-6.348439663101678
2020-03-04 13:00:00,-1,6.051231328367362,-6.051231328367362,-12.39967099146904
2020-03-04 13:05:00,1,-8.221297410595163,-8.221297410595163,-20.620968402064204
2020-03-04 13:10:00,1,-19.6403960164997,-19.6403960164997,-40.2613644185639
2020-03-04 13:15:00,1,-6.125346757949301,-6.125346757949301,-46.3867111765132
2020-03-04 13:20:00,1,10.186736527856935,10.186736527856935,-36.199974648656266
2020-03-04 13:25:00,1,-13.998595271395967,-13.998595271395967,-50.198569920052236
2020-03-04 13:30:00,-1,-18.15054591819844,18.15054591819844,-32.0480240018538
2020-03-04 13:35:00,1,10.46561611582727,10.46561611582727,-21.582407886026527
2020-03-04 13:40:00,1,-3.537754550590223,-3.537754550590223,-25.12016243661675
2020-03-04 13:45:00,-1,11.898384138416926,-11.898384138416926,-37.018546575033675
2020-03-04 13:50:00,1,-4.314894675127945,-4.314894675127945,-41.33344125016162
2020-03-04 13:55:00,-1,8.438406945834707,-8.438406945834707,-49.77184819599633
2020-03-04 14:00:00,1,-3.094722888279685,-3.094722888279685,-52.86657108427601
2020-03-04 14:05:00,1,-4.3875792506489955,-4.3875792506489955,-57.25415033492501
2020-03-04 14:10:00,1,7.55970336699439,7.55970336699439,-49.69444696793062
2020-03-04 14:15:00,1,-8.321575909098573,-8.321575909098573,-58.01602287702919
2020-03-04 14:20:00,1,2.0729811297742167,2.0729811297742167,-55.943041747254966
2020-03-04 14:25:00,1,5.717803826905997,5.717803826905997,-50.22523792034897
2020-03-04 14:30:00,1,-1.0966061258872823,-1.0966061258872823,-51.32184404623625
2020-03-04 14:35:00,-1,12.441751642653298,-12.441751642653298,-63.76359568888955
2020-03-04 14:40:00,-1,-17.757060531007266,17.757060531007266,-46.00653515788228
2020-03-04 14:45:00,1,24.79925285240167,24.79925285240167,-21.207282305480614
2020-03-04 14:50:00,-1,8.81759139889595,-8.81759139889595,-30.024873704376564
2020-03-04 14:55:00,-1,-22.60175345861526,22.60175345861526,-7.423120245761304
2020-03-04 15:00:00,1,7.343941248469425,7.343941248469425,-0.07917899729187905
2020-03-04 15:05:00,-1,-10.088987547584374,10.088987547584374,10.009808550292494
2020-03-04 15:10:00,1,-13.729519929732955,-13.729519929732955,-3.7197113794404615
2020-03-04 15:15:00,1,-8.453982521116458,-8.453982521116458,-12.17369390055692
2020-03-04 15:20:00,1,-5.836107926483987,-5.836107926483987,-18.009801827040906
2020-03-04 15:25:00,1,10.225261159522493,10.225261159522493,-7.784540667518414
2020-03-04 15:30:00,1,-3.746653030639767,-3.746653030639767,-11.53119369815818
2020-03-04 15:35:00,-1,13.783572277073233,-13.783572277073233,-25.314765975231413
2020-03-04 15:40:00,1,3.755090097778556,3.755090097778556,-21.559675877452857
2020-03-04 15:45:00,-1,2.1571475927697885,-2.1571475927697885,-23.716823470222646
2020-03-04 15:50:00,1,9.967040532225143,9.967040532225143,-13.749782937997503
2020-03-04 15:55:00,-1,4.552520136381132,-4.552520136381132,-18.302303074378635
2020-03-04 16:00:00,-1,-14.186692493098935,14.186692493098935,-4.1156105812797
2020-03-04 16:05:00,1,-9.30877473861728,-9.30877473861728,-13.424385319896981
2020-03-04 16:10:00,1,13.561521378300347,13.561521378300347,0.13713605840336562
2020-03-04 16:15:00,1,1.973013558986661,1.973013558986661,2.110149617390027
2020-03-04 16:20:00,-1,-10.76419711144493,10.76419711144493,12.874346728834958
2020-03-04 16:25:00,1,-2.0478889069028043,-2.0478889069028043,10.826457821932154
2020-03-04 16:30:00,1,13.094542843174795,13.094542843174795,23.92100066510695
2020-03-04 16:35:00,1,4.50525592897774,4.50525592897774,28.426256594084688
2020-03-04 16:40:00,-1,-6.584448287739826,6.584448287739826,35.010704881824516
2020-03-04 16:45:00,-1,-6.856722510997407,6.856722510997407,41.867427392821924
2020-03-04 16:50:00,1,2.5105754945896765,2.5105754945896765,44.3780028874116
