entry_time,exit_time,direction,entry_price,exit_price,sl_price,tp_price,position_size,gross_pnl,commission,net_pnl,r_multiple,exit_reason,confidence,bars_held
2024-11-06 14:00:00+00:00,2024-11-06 16:00:00+00:00,long,1.068671373,1.0736539245070083,1.0653353563233543,1.0736753980149685,280722.4068871919,1398.7138514867822,36.083922831089204,1362.629928655693,1.4550322913968847,tp,0.3989324512329924,2
2024-11-14 22:00:00+00:00,2024-11-15 07:00:00+00:00,long,1.0522510446,1.0553989132215453,1.0501383932520147,1.0554200216219778,288987.9666515915,909.6961522267443,36.54512854344965,873.1510236832946,1.4301506147512315,tp,0.4291656454556305,9
2024-11-18 09:00:00+00:00,2024-11-18 10:00:00+00:00,long,1.0547010935999999,1.0570517873756167,1.0531198701105375,1.0570729288341933,290800.25110255275,683.5823402145755,36.845896083254914,646.7364441313206,1.4064985864297468,tp,0.42263536248984207,1
2024-11-18 15:00:00+00:00,2024-11-18 19:00:00+00:00,long,1.0567411344,1.0593665703019834,1.0549767186285701,1.0593877580571447,292074.8915150879,766.8239062516469,37.08371569710441,729.7401905545426,1.416032139452424,tp,0.4125029032419979,4
2024-11-21 11:00:00+00:00,2024-11-21 14:00:00+00:00,long,1.051571031,1.0537265980685055,1.0501199363186893,1.053747673021966,295592.74989296903,637.1699973583007,37.33864293117045,599.8313544271303,1.398426468580701,tp,0.40805891863973925,3
2024-11-22 01:00:00+00:00,2024-11-22 09:00:00+00:00,long,1.0470309402,1.045167116416363,1.0451880201767665,1.04979532023485,298593.15023168025,-556.5250150329107,37.48296051802075,-594.0079755509314,-1.0794584908484457,sl,0.40139880875927775,8
2024-11-26 02:00:00+00:00,2024-11-26 04:00:00+00:00,long,1.0439508786,1.0480735990050223,1.04118842373584,1.0480945608962402,297767.1165089464,1227.6105671760747,37.37616578175495,1190.2344013943198,1.4469734829790064,tp,0.4300706476960777,2
2024-11-26 10:00:00+00:00,2024-11-26 13:00:00+00:00,long,1.049420988,1.0529298859246203,1.047067683370987,1.0529509449435193,299617.55072301463,1051.3274019117976,37.794073176341044,1013.5333287354565,1.4374496316712013,tp,0.3976289364423009,3
2024-11-26 17:00:00+00:00,2024-11-26 19:00:00+00:00,long,1.0484009676,1.0459465799512104,1.0459674993011965,1.0520511700482051,302809.2837560374,-743.2113659896038,38.05127284861174,-781.2626388382155,-1.060235098567422,sl,0.4158091639586511,2
2024-11-26 21:00:00+00:00,2024-11-27 09:00:00+00:00,long,1.0473309461999998,1.0508524354240696,1.044969275071248,1.0508734528931274,300880.78588236595,1059.5484452144067,37.878183887302214,1021.6702613271045,1.4377946953888974,tp,0.4344078249961449,12
2024-11-27 19:00:00+00:00,2024-11-28 01:00:00+00:00,long,1.0574211479999998,1.0550325096169209,1.0550536106891346,1.0609724539662975,300908.27061419736,-718.7610449749645,38.1392866119686,-756.9003315869331,-1.0624481358719313,sl,0.40644143871445704,6
2024-12-02 12:00:00+00:00,2024-12-02 13:00:00+00:00,long,1.0522110437999999,1.050295252433183,1.050316258758358,1.0550532213624626,300240.21304688614,-575.1976081264777,37.87541629880822,-613.0730244252859,-1.0776640619991305,sl,0.4159994575722792,1
2024-12-02 15:00:00+00:00,2024-12-02 15:00:00+00:00,long,1.0510510205999999,1.0490160738470689,1.0490370545881607,1.0540719696177587,298821.69631330506,-608.0862406181033,37.652736692065616,-645.7389773101688,-1.0729827444428393,sl,0.4200901040412449,0
