entry_time,exit_time,direction,entry_price,exit_price,sl_price,tp_price,position_size,gross_pnl,commission,net_pnl,r_multiple,exit_reason,confidence,bars_held
2024-10-27 22:00:00+00:00,2024-10-28 01:00:00+00:00,long,1.2960959213999999,1.295389217342043,1.2954151256445559,1.2971171150331657,231464.3500119574,-163.57679542581104,35.99018539227445,-199.56698081808548,-1.266449091944092,sl,0.5042873469847462,12
2024-11-10 22:30:00+00:00,2024-11-11 00:30:00+00:00,long,1.2901458023999999,1.2917133369939997,1.2890835561483762,1.2917391717774354,232067.8007869987,363.77430588708165,35.94998234525872,327.82432354182293,1.3298451686480237,tp,0.4140492641301508,8
2024-12-20 04:45:00+00:00,2024-12-20 06:00:00+00:00,short,1.2478850418,1.2486242099504268,1.2485992379656676,1.2468137475514989,240715.0995214143,-177.9289348930322,36.05684837947413,-213.98578327250632,-1.2446982331539336,sl,0.39197230390681104,5
2024-12-25 22:30:00+00:00,2024-12-26 13:30:00+00:00,short,1.2548749019999998,1.2524750489999998,1.2766864827653437,1.222157530851984,45807.90023169885,109.93222679474351,6.891386184081779,103.04084061066173,0.10312925170990224,timeout,0.42926678755241954,60
2025-01-22 11:00:00+00:00,2025-01-22 11:45:00+00:00,short,1.2373652522,1.2355611514652824,1.238584459842355,1.2355364407364677,242492.61619938162,437.4811070488962,35.97998359759934,401.50112345129685,1.358033769620719,tp,0.3938610831442589,3
2025-01-26 22:30:00+00:00,2025-01-27 00:00:00+00:00,long,1.246424928,1.245495130594823,1.2455200409956428,1.2477822585065357,241696.41813400862,-224.72870242156617,36.137289146319446,-260.8659915678856,-1.192759541794373,sl,0.44186571484399384,6
2025-02-09 23:00:00+00:00,2025-02-10 00:45:00+00:00,long,1.2379647588,1.2400065590595466,1.2365870248755064,1.2400313596867403,242715.99046736606,495.57757233237544,36.08659576584026,459.4909765665352,1.3740838828301867,tp,0.4473856557306805,7
2025-02-16 22:15:00+00:00,2025-02-17 01:45:00+00:00,long,1.2584451684,1.2595224957689966,1.2577101561848458,1.259547686722731,239861.31704833324,258.40916161973354,36.23778241276145,222.1713792069721,1.2601821984035646,tp,0.46866749667719737,14
2025-03-07 07:00:00+00:00,2025-03-07 07:00:00+00:00,short,1.2890642182,1.2898109519951773,1.2897851562920515,1.287982811061923,234680.96111269164,-175.2442047475134,36.312774211863626,-211.55697895937703,-1.2504073724607798,sl,0.3823829736221763,0
2025-03-09 21:15:00+00:00,2025-03-09 22:00:00+00:00,long,1.289725794,1.291323010772111,1.2886437648340894,1.291348837748866,234068.48194452588,373.8581051843572,36.24853053346446,337.60957465089274,1.3330082859742796,tp,0.535665572440046,3
2025-03-16 21:15:00+00:00,2025-03-16 21:30:00+00:00,long,1.2915858312,1.2929426239232826,1.2906640631380342,1.2929684832929484,234515.57003285826,318.18901891707816,36.36672983516276,281.8222890819154,1.3037130115058764,tp,0.5400738853671916,1
