year,trades,win_rate,total_return,total_return_pct,max_drawdown_pct,profit_factor,sharpe_ratio,final_equity,sp500_return,beat_sp500,outperformance
2019,7381,44.70938897168406,62043.118569343234,62.043118569343235,0.4668417861238286,2.421804635120742,3.1991169811716422,162043.11856934323,28.9,True,33.14311856934324
2020,5639,50.64727788615002,158099.63162644082,158.09963162644084,0.3659750931314105,3.471432448433186,3.4350532897618806,258099.63162644082,16.400000000000002,True,141.69963162644083
2021,4970,43.31991951710262,48833.96899663709,48.8339689966371,0.5292171357887018,2.2560164846130597,2.4072480448184947,148833.9689966371,26.900000000000002,True,21.933968996637095
2022,5087,42.323569884018085,54448.61739322604,54.44861739322604,0.6394538779485966,2.2203592570046,2.342052164940461,154448.61739322604,-18.2,True,72.64861739322603
2023,6485,44.11719352351581,60882.748205081036,60.882748205081036,0.424114926435802,2.4086860934495657,2.932981547701795,160882.74820508104,24.3,True,36.58274820508104
2024,8522,44.23844168035672,97365.71136808675,97.36571136808675,0.6860831089849303,2.396180661021505,3.380615053896126,197365.71136808675,23.5,True,73.86571136808675
2025,5899,45.77046957111375,100179.3474955846,100.17934749558461,1.3899430364045633,2.7208680879998046,3.467317686860662,200179.3474955846,15.0,True,85.17934749558461
