entry_time,exit_time,direction,entry_price,exit_price,net_pnl,r_multiple,exit_reason,confidence
2024-10-29 01:00:00+00:00,2024-10-29 11:00:00+00:00,short,1.0816583664,1.0803425179652006,328.9749569501454,1.1529113620284797,tp,0.40050783718817234
2024-10-29 23:00:00+00:00,2024-10-30 09:00:00+00:00,short,1.0815183691999999,1.0835651817232839,-605.781220396532,-1.0748470523248705,sl,0.39221673415872993
2024-11-04 03:00:00+00:00,2024-11-04 04:00:00+00:00,short,1.0887482246,1.090240232843265,-445.90355619983217,-1.1037568181130866,sl,0.38543163168611494
2024-11-04 11:00:00+00:00,2024-11-04 12:00:00+00:00,short,1.0896382068000001,1.0909962104884043,-406.94656409796016,-1.1142488833428936,sl,0.38490235940640155
2024-11-04 15:00:00+00:00,2024-11-04 17:00:00+00:00,short,1.0905081894,1.0887399529337412,445.3841827911986,1.1892252357133366,tp,0.39365117995226223
2024-11-06 01:00:00+00:00,2024-11-06 01:00:00+00:00,short,1.0930981376,1.0913025353397585,453.70535106260354,1.1906385481715194,tp,0.40813329967311013
2024-11-06 03:00:00+00:00,2024-11-06 03:00:00+00:00,short,1.0833683322,1.0805779927624304,735.03212398088,1.2299837338160138,tp,0.5274200233164902
2024-11-06 05:00:00+00:00,2024-11-06 05:00:00+00:00,short,1.0754484906,1.078354769373627,-851.0365883007094,-1.052273798536837,sl,0.4328031917105241
2024-11-06 13:00:00+00:00,2024-11-06 19:00:00+00:00,long,1.0714514286,1.075730336910265,1157.9697360441176,1.2545510499604386,tp,0.37025247258203586
2024-11-07 03:00:00+00:00,2024-11-07 05:00:00+00:00,short,1.0718885617999998,1.07442960634505,-753.2928248045952,-1.059640361090842,sl,0.41011690419059976
2024-11-07 09:00:00+00:00,2024-11-07 13:00:00+00:00,short,1.0753184932,1.0775203927726291,-650.7163419832443,-1.069126671386286,sl,0.3971193272583139
2024-11-07 22:00:00+00:00,2024-11-08 09:00:00+00:00,short,1.0799684002,1.0768782311480933,817.5829446311552,1.236937390751895,tp,0.3756766981935822
2024-11-10 23:00:00+00:00,2024-11-11 02:00:00+00:00,short,1.0709385807999998,1.072706316731549,-532.4173384515667,-1.0859382224510483,sl,0.3720052775765498
2024-11-11 04:00:00+00:00,2024-11-11 08:00:00+00:00,short,1.0723085534,1.0703747280437306,503.50642718316544,1.2002888454407508,tp,0.4056360060548614
2024-11-12 01:00:00+00:00,2024-11-12 03:00:00+00:00,short,1.0661586764,1.0643276860335698,480.18192663649364,1.1953450506713144,tp,0.4329999529676543
2024-11-13 17:00:00+00:00,2024-11-13 17:00:00+00:00,short,1.0590988176,1.0562740877850842,769.3478083148403,1.2323712303822283,tp,0.3746029986663924
2024-11-13 23:00:00+00:00,2024-11-14 04:00:00+00:00,long,1.05652113,1.0545155583723183,-614.2017840607266,-1.0744541984148306,sl,0.37074225320386667
2024-11-14 06:00:00+00:00,2024-11-14 09:00:00+00:00,long,1.054821096,1.053185266991857,-505.38267976203116,-1.0913721310701636,sl,0.3663158816445754
2024-11-14 16:00:00+00:00,2024-11-14 17:00:00+00:00,long,1.0554111078,1.0581656887713347,749.3761534546514,1.2306954102383258,tp,0.35850306439963564
2024-11-14 22:00:00+00:00,2024-11-15 07:00:00+00:00,long,1.0522510446,1.0549763914025536,748.9262470254708,1.2301666145112007,tp,0.4419993319955891
2024-11-15 09:00:00+00:00,2024-11-15 10:00:00+00:00,long,1.0556611127999997,1.0578123713017917,585.8079715690344,1.2114558736583574,tp,0.39472138199940365
2024-11-18 07:00:00+00:00,2024-11-18 10:00:00+00:00,long,1.053821076,1.055913955790315,573.2526402002736,1.20917039668628,tp,0.430230132535109
2024-11-18 12:00:00+00:00,2024-11-18 15:00:00+00:00,long,1.0546910934,1.0569337394366325,619.8236977805734,1.2151034429462966,tp,0.394425237379173
2024-11-18 17:00:00+00:00,2024-11-18 19:00:00+00:00,long,1.0572611447999998,1.0595014652906765,621.2641670705447,1.2148113462969041,tp,0.3505235827331323
