,direction,ret,pnl,equity
1966,1,14.073094801483737,14.073094801483737,14.073094801483737
1967,-1,-11.133147578083681,11.133147578083681,25.20624237956742
1968,1,1.27899823985364,1.27899823985364,26.48524061942106
1969,-1,-36.78172118968141,36.78172118968141,63.26696180910247
1970,1,13.080044985575888,13.080044985575888,76.34700679467835
1971,1,11.72003760178775,11.72003760178775,88.0670443964661
1972,-1,-3.048520248271489,3.048520248271489,91.11556464473759
1973,-1,-8.416481666707991,8.416481666707991,99.53204631144558
1974,-1,-8.606692466397774,8.606692466397774,108.13873877784336
1975,-1,-5.498365763508346,5.498365763508346,113.6371045413517
1976,1,7.335187505730893,7.335187505730893,120.97229204708259
1977,-1,-3.909232507712183,3.909232507712183,124.88152455479477
1978,1,7.8826282760262,7.8826282760262,132.76415283082096
1979,1,1.099035291244741,1.099035291244741,133.8631881220657
1980,1,8.425011294398477,8.425011294398477,142.28819941646418
1981,-1,-10.36990044895458,10.36990044895458,152.65809986541876
1982,-1,6.167336321336485,-6.167336321336485,146.49076354408228
1983,1,-1.5866525902102981,-1.5866525902102981,144.904110953872
1984,-1,4.57760877924329,-4.57760877924329,140.3265021746287
1985,-1,1.6471851436100307,-1.6471851436100307,138.67931703101868
1986,-1,2.3788755848061376,-2.3788755848061376,136.30044144621255
1987,-1,-0.9757168469701216,0.9757168469701216,137.27615829318268
1988,-1,-2.622494907481207,2.622494907481207,139.8986532006639
1989,-1,-4.8803401597088545,4.8803401597088545,144.77899336037274
1990,1,3.2348040502186404,3.2348040502186404,148.01379741059137
1991,-1,16.290818567872755,-16.290818567872755,131.72297884271862
1992,-1,-7.858043529907414,7.858043529907414,139.58102237262602
1993,1,-18.41081726959034,-18.41081726959034,121.17020510303568
1994,1,17.406493538221827,17.406493538221827,138.5766986412575
1995,-1,-1.4022936646812112,1.4022936646812112,139.97899230593873
1996,-1,22.866690244765053,-22.866690244765053,117.11230206117368
1997,-1,1.4601293431243672,-1.4601293431243672,115.65217271804931
1998,1,19.587208701100575,19.587208701100575,135.23938141914988
1999,1,-0.060710924930886104,-0.060710924930886104,135.178670494219
2000,1,1.6999162184147838,1.6999162184147838,136.8785867126338
2001,1,2.063833145159814,2.063833145159814,138.9424198577936
2002,-1,25.48914890518064,-25.48914890518064,113.45327095261295
2003,-1,2.6635027482508935,-2.6635027482508935,110.78976820436206
2004,-1,12.224642943597082,-12.224642943597082,98.56512526076497
2005,-1,3.1430954654802394,-3.1430954654802394,95.42202979528473
2006,-1,16.677341776741095,-16.677341776741095,78.74468801854363
2007,-1,3.7401218555823785,-3.7401218555823785,75.00456616296125
2008,-1,-7.778957016739613,7.778957016739613,82.78352317970086
2009,-1,17.4408429539604,-17.4408429539604,65.34268022574047
2010,-1,-7.169020193744605,7.169020193744605,72.51170041948507
2011,-1,19.352154961928925,-19.352154961928925,53.15954545755614
2012,-1,8.544231440363944,-8.544231440363944,44.6153140171922
2013,-1,21.642939592151652,-21.642939592151652,22.972374425040545
2014,-1,0.5998944185817838,-0.5998944185817838,22.372480006458762
2015,-1,2.999292167048577,-2.999292167048577,19.373187839410186
2016,-1,9.354985727649652,-9.354985727649652,10.018202111760534
2017,-1,15.037864263804991,-15.037864263804991,-5.019662152044457
2018,-1,10.588467543654884,-10.588467543654884,-15.608129695699342
2019,-1,-1.493964383889088,1.493964383889088,-14.114165311810254
2020,-1,-25.939096913009262,25.939096913009262,11.824931601199008
2021,-1,3.295761650517162,-3.295761650517162,8.529169950681846
2022,-1,3.2946758039019857,-3.2946758039019857,5.23449414677986
2023,-1,27.18709391524072,-27.18709391524072,-21.95259976846086
2024,1,-7.5845800113469,-7.5845800113469,-29.53717977980776
2025,1,5.259446084700281,5.259446084700281,-24.27773369510748
2026,-1,-5.615091454309012,5.615091454309012,-18.662642240798466
2027,-1,-15.659366931241578,15.659366931241578,-3.003275309556887
2028,-1,-1.6162825501345814,1.6162825501345814,-1.3869927594223057
2029,1,0.8980799051633065,0.8980799051633065,-0.4889128542589992
2030,1,6.226128186400482,6.226128186400482,5.737215332141482
2031,-1,-15.316317861460151,15.316317861460151,21.053533193601634
2032,1,37.87016286566976,37.87016286566976,58.92369605927139
2033,-1,19.042729736504896,-19.042729736504896,39.8809663227665
2034,-1,6.196488259443336,-6.196488259443336,33.68447806332316
2035,-1,1.6672521897569546,-1.6672521897569546,32.017225873566204
2036,1,-34.8873899350483,-34.8873899350483,-2.870164061482093
2037,-1,2.3299857213701514,-2.3299857213701514,-5.200149782852245
2038,1,-11.52775620886182,-11.52775620886182,-16.727905991714067
2039,1,-0.8969736110355475,-0.8969736110355475,-17.624879602749616
2040,1,14.173454375829122,14.173454375829122,-3.4514252269204935
2041,-1,20.423885196266806,-20.423885196266806,-23.8753104231873
2042,-1,-4.648584863492355,4.648584863492355,-19.22672555969495
2043,-1,42.87034552663642,-42.87034552663642,-62.09707108633137
2044,-1,14.961349846230464,-14.961349846230464,-77.05842093256183
2045,-1,-28.395954613897796,28.395954613897796,-48.66246631866403
2046,-1,31.152092362386878,-31.152092362386878,-79.81455868105091
2047,-1,-8.237964570824998,8.237964570824998,-71.57659411022591
2048,-1,-1.423555091582098,1.423555091582098,-70.15303901864381
2049,1,12.576526980209119,12.576526980209119,-57.57651203843469
2050,-1,-51.190899395662235,51.190899395662235,-6.3856126427724575
2051,-1,-34.54108006384253,34.54108006384253,28.15546742107007
2052,1,52.94736338863202,52.94736338863202,81.10283080970208
2053,-1,13.494073307890655,-13.494073307890655,67.60875750181143
2054,-1,-205.75960676525287,205.75960676525287,273.3683642670643
2055,1,85.09967693641141,85.09967693641141,358.4680412034757
2056,-1,33.2958704706509,-33.2958704706509,325.17217073282484
2057,-1,-36.839362409474546,36.839362409474546,362.0115331422994
2058,-1,28.49825042386644,-28.49825042386644,333.51328271843295
2059,-1,-13.788968824939776,13.788968824939776,347.30225154337273
2060,-1,35.360509095274494,-35.360509095274494,311.94174244809824
2061,-1,3.350103793395347,-3.350103793395347,308.5916386547029
2062,-1,42.93873157312344,-42.93873157312344,265.65290708157943
2063,-1,43.171979301268955,-43.171979301268955,222.48092778031048
2064,-1,-58.22433563779919,58.22433563779919,280.70526341810967
2065,-1,-17.832009351368168,17.832009351368168,298.53727276947785
2066,-1,-8.543587231220918,8.543587231220918,307.08086000069875
2067,-1,9.26845019553549,-9.26845019553549,297.81240980516327
2068,-1,121.9912897502216,-121.9912897502216,175.82112005494167
2069,-1,21.542692895633568,-21.542692895633568,154.2784271593081
2070,-1,6.9495158896561975,-6.9495158896561975,147.3289112696519
2071,-1,5.120237296514064,-5.120237296514064,142.20867397313785
2072,-1,-47.64677854836094,47.64677854836094,189.8554525214988
2073,-1,47.28383897488637,-47.28383897488637,142.5716135466124
2074,-1,-11.588848821408352,11.588848821408352,154.16046236802077
2075,-1,17.138414784973875,-17.138414784973875,137.0220475830469
2076,-1,-12.817120851338075,12.817120851338075,149.839168434385
2077,-1,-24.254269516740262,24.254269516740262,174.09343795112525
2078,-1,-67.27449765424369,67.27449765424369,241.36793560536893
2079,1,-11.407182960520885,-11.407182960520885,229.96075264484804
2080,1,-73.10124135305676,-73.10124135305676,156.85951129179128
2081,1,-39.006794731985515,-39.006794731985515,117.85271655980577
2082,1,53.2954771027947,53.2954771027947,171.14819366260048
2083,1,-49.183564791269184,-49.183564791269184,121.96462887133129
2084,1,32.65045969201575,32.65045969201575,154.61508856334703
2085,1,4.554989511537254,4.554989511537254,159.1700780748843
2086,-1,67.09559924757106,-67.09559924757106,92.07447882731323
2087,-1,4.760601263939365,-4.760601263939365,87.31387756337386
2088,-1,-30.572308863590997,30.572308863590997,117.88618642696485
2089,-1,-5.488867145549516,5.488867145549516,123.37505357251437
2090,-1,-54.262177650430665,54.262177650430665,177.63723122294505
2091,-1,-6.902305369992759,6.902305369992759,184.5395365929378
2092,1,63.965500672688016,63.965500672688016,248.50503726562582
2093,-1,15.158658637750976,-15.158658637750976,233.34637862787483
2094,-1,2.8602925840956894,-2.8602925840956894,230.48608604377912
